Date,Close
4/23/18 0:00,283.37
4/24/18 0:00,283.46
4/25/18 0:00,280.69
4/26/18 0:00,285.48
4/27/18 0:00,294.08
4/30/18 0:00,293.9
5/1/18 0:00,299.92
5/2/18 0:00,301.15
5/3/18 0:00,284.45
5/4/18 0:00,294.09
5/7/18 0:00,302.77
5/8/18 0:00,301.97
5/9/18 0:00,306.85
5/10/18 0:00,305.02
5/11/18 0:00,301.06
5/14/18 0:00,291.97
5/15/18 0:00,284.18
5/16/18 0:00,286.48
5/17/18 0:00,284.54
5/18/18 0:00,284.54
5/21/18 0:00,284.49
5/22/18 0:00,275.01
5/23/18 0:00,279.07
5/24/18 0:00,277.85
5/25/18 0:00,278.85
5/29/18 0:00,283.76
5/30/18 0:00,291.72
5/31/18 0:00,284.73
6/1/18 0:00,291.82
6/4/18 0:00,296.74
6/5/18 0:00,291.13
6/6/18 0:00,319.5
6/7/18 0:00,316.09
6/8/18 0:00,317.66
6/11/18 0:00,332.1
6/12/18 0:00,342.77
6/13/18 0:00,344.78
6/14/18 0:00,357.72
6/15/18 0:00,358.17
6/18/18 0:00,370.83
6/19/18 0:00,352.55
6/20/18 0:00,362.22
6/21/18 0:00,347.51
6/22/18 0:00,333.63
6/25/18 0:00,333.01
6/26/18 0:00,342
6/27/18 0:00,344.5
6/28/18 0:00,349.93
6/29/18 0:00,342.95
7/2/18 0:00,335.07
7/3/18 13:00,310.86
7/5/18 0:00,309.16
7/6/18 0:00,308.9
7/9/18 0:00,318.51
7/10/18 0:00,322.47
7/11/18 0:00,318.96
7/12/18 0:00,316.71
7/13/18 0:00,318.87
7/16/18 0:00,310.1
7/17/18 0:00,322.69
7/18/18 0:00,323.85
7/19/18 0:00,320.23
7/20/18 0:00,313.58
7/23/18 0:00,303.2
7/24/18 0:00,297.43
7/25/18 0:00,308.74
7/26/18 0:00,306.65
7/27/18 0:00,297.18
7/30/18 0:00,290.17
7/31/18 0:00,298.14
8/1/18 0:00,300.84
8/2/18 0:00,349.54
8/3/18 0:00,348.17
8/6/18 0:00,341.99
8/7/18 0:00,379.57
8/8/18 0:00,370.34
8/9/18 0:00,352.45
8/10/18 0:00,355.49
8/13/18 0:00,356.41
8/14/18 0:00,347.64
8/15/18 0:00,338.69
8/16/18 0:00,335.45
8/17/18 0:00,305.5
8/20/18 0:00,308.44
8/21/18 0:00,321.9
8/22/18 0:00,321.64
8/23/18 0:00,320.1
8/24/18 0:00,322.82
8/27/18 0:00,319.27
8/28/18 0:00,311.86
8/29/18 0:00,305.01
8/30/18 0:00,303.15
8/31/18 0:00,301.66
9/4/18 0:00,288.95
9/5/18 0:00,280.74
9/6/18 0:00,280.95
9/7/18 0:00,263.24
9/10/18 0:00,285.5
9/11/18 0:00,279.44
9/12/18 0:00,290.54
9/13/18 0:00,289.46
9/14/18 0:00,295.2
9/17/18 0:00,294.84
9/18/18 0:00,284.96
9/19/18 0:00,299.02
9/20/18 0:00,298.33
9/21/18 0:00,299.1
9/24/18 0:00,299.68
9/25/18 0:00,300.99
9/26/18 0:00,309.58
9/27/18 0:00,307.52
9/28/18 0:00,264.77
10/1/18 0:00,310.7
10/2/18 0:00,301.02
10/3/18 0:00,294.8
10/4/18 0:00,281.83
10/5/18 0:00,261.95
10/8/18 0:00,250.56
10/9/18 0:00,262.8
10/10/18 0:00,256.88
10/11/18 0:00,252.23
10/12/18 0:00,258.78
10/15/18 0:00,259.59
10/16/18 0:00,276.59
10/17/18 0:00,271.78
10/18/18 0:00,263.91
10/19/18 0:00,260
10/22/18 0:00,260.95
10/23/18 0:00,294.14
10/24/18 0:00,288.5
10/25/18 0:00,314.86
10/26/18 0:00,330.9
10/29/18 0:00,334.85
10/30/18 0:00,329.9
10/31/18 0:00,337.32
11/1/18 0:00,344.28
11/2/18 0:00,346.41
11/5/18 0:00,341.4
11/6/18 0:00,341.06
11/7/18 0:00,348.16
11/8/18 0:00,351.4
11/9/18 0:00,350.51
11/12/18 0:00,331.28
11/13/18 0:00,338.73
11/14/18 0:00,344
11/15/18 0:00,348.44
11/16/18 0:00,354.31
11/19/18 0:00,353.47
11/20/18 0:00,347.49
11/21/18 0:00,338.19
11/23/18 13:00,325.83
11/26/18 0:00,346
11/27/18 0:00,343.92
11/28/18 0:00,347.87
11/29/18 0:00,341.17
11/30/18 0:00,350.48
12/3/18 0:00,358.49
12/4/18 0:00,359.7
12/6/18 0:00,363.06
12/7/18 0:00,357.97
12/10/18 0:00,365.15
12/11/18 0:00,366.76
12/12/18 0:00,366.6
12/13/18 0:00,376.79
12/14/18 0:00,365.71
12/17/18 0:00,348.42
12/18/18 0:00,337.03
12/19/18 0:00,332.97
12/20/18 0:00,315.38
12/21/18 0:00,319.77
12/24/18 13:00,295.39
12/26/18 0:00,326.09
12/27/18 0:00,316.13
12/28/18 0:00,333.87
12/31/18 0:00,332.8
1/2/19 0:00,310.12
1/3/19 0:00,300.36
1/4/19 0:00,317.69
1/7/19 0:00,334.96
1/8/19 0:00,335.35
1/9/19 0:00,338.53
1/10/19 0:00,344.97
1/11/19 0:00,347.26
1/14/19 0:00,334.4
1/15/19 0:00,344.43
1/16/19 0:00,346.05
1/17/19 0:00,347.31
1/18/19 0:00,302.26
1/22/19 0:00,298.92
1/23/19 0:00,287.59
1/24/19 0:00,291.51
1/25/19 0:00,297.04
1/28/19 0:00,296.38
1/29/19 0:00,297.46
1/30/19 0:00,308.77
1/31/19 0:00,307.02
2/1/19 0:00,312.21
2/4/19 0:00,312.89
2/5/19 0:00,321.35
2/6/19 0:00,317.22
2/7/19 0:00,307.51
2/8/19 0:00,305.8
2/11/19 0:00,312.84
2/12/19 0:00,311.81
2/13/19 0:00,308.17
2/14/19 0:00,303.77
2/15/19 0:00,307.88
2/19/19 0:00,305.64
2/20/19 0:00,302.56
2/21/19 0:00,291.23
2/22/19 0:00,294.71
2/25/19 0:00,298.77
2/26/19 0:00,297.86
2/27/19 0:00,314.74
2/28/19 0:00,319.88
3/1/19 0:00,294.79
3/4/19 0:00,285.36
3/5/19 0:00,276.54
3/6/19 0:00,276.24
3/7/19 0:00,276.59
3/8/19 0:00,284.14
3/11/19 0:00,290.92
3/12/19 0:00,283.36
3/13/19 0:00,288.96
3/14/19 0:00,289.96
3/15/19 0:00,275.43
3/18/19 0:00,269.49
3/19/19 0:00,267.47
3/20/19 0:00,273.6
3/21/19 0:00,274.02
3/22/19 0:00,264.53
3/25/19 0:00,260.42
3/26/19 0:00,267.77
3/27/19 0:00,274.83
3/28/19 0:00,278.62
3/29/19 0:00,279.86
4/1/19 0:00,289.18
4/2/19 0:00,285.88
4/3/19 0:00,291.81
4/4/19 0:00,267.78
4/5/19 0:00,274.96
4/8/19 0:00,273.2
4/9/19 0:00,272.31
4/10/19 0:00,276.06
4/11/19 0:00,268.42
4/12/19 0:00,267.7
4/15/19 0:00,266.38
4/16/19 0:00,273.36
4/17/19 0:00,271.23
4/18/19 0:00,273.26
4/22/19 0:00,262.75